# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	1954
#@/user_id	813273a1-82f8-48ef-b3a3-b5fbee29d649
a 	啊	c=1 d=1 t=1120
xiang yao 	想要	c=1 d=1 t=301
xiang ying 	响应	c=1 d=1 t=398
xie 	写	c=0 d=0.1 t=1944
xie yi duan 	写一段	c=1 d=1 t=1945
xie yi feng 	写一封	c=5 d=2.33855 t=1927
xin 	信	c=1 d=1 t=1695
xin 	新	c=1 d=1 t=940
xin xi 	信息	c=5 d=2.71048 t=1879
xin yong 	信用	c=1 d=1 t=1484
xing shi 	形式	c=1 d=1 t=1782
xiu fu 	修复	c=3 d=2.80146 t=996
xiu gai 	修改	c=6 d=1.04159 t=1890
xiu gai yi xia 	修改一下	c=0 d=0.1 t=698
xiu zheng 	修正	c=1 d=1 t=1663
xu ni 	虚拟	c=0 d=0.1 t=853
xu ni wang ka 	虚拟网卡	c=1 d=1 t=854
xu yao 	需要	c=10 d=1.80365 t=1849
xu yuan chong 	许渊冲	c=1 d=1 t=72
xuan 	选	c=1 d=1 t=529
xuan ze 	选择	c=6 d=1.09813 t=1089
xuan zhong 	选中	c=4 d=3.48959 t=764
ya 	呀	c=2 d=1.02246 t=1113
yan zheng 	验证	c=1 d=1 t=1321
yao 	要	c=8 d=3.91739 t=1812
yao fang dao 	要放到	c=1 d=1 t=77
yao zen me 	要怎么	c=3 d=1.84682 t=1254
ye 	也	c=2 d=1.01789 t=1786
ye hui 	也会	c=1 d=1 t=708
ye ke yi 	也可以	c=1 d=1 t=966
ye mei 	也没	c=2 d=1.02732 t=1115
ye que ren 	也确认	c=1 d=1 t=961
ye xiu gai yi xia 	也修改一下	c=1 d=1 t=699
yi 	已	c=1 d=1 t=1142
yi cun zai 	已存在	c=1 d=1 t=693
yi dian 	一点	c=0 d=0.1 t=147
yi ding yao 	一定要	c=1 d=1 t=1136
yi duan 	一段	c=0 d=0.1 t=1944
yi dui 	一堆	c=1 d=1 t=953
yi ge 	一个	c=4 d=1.58923 t=802
yi hang 	一行	c=0 d=0.1 t=156
yi jian 	一键	c=1 d=1 t=463
yi jing 	已经	c=12 d=3.83402 t=1951
yi jing bei 	已经被	c=1 d=1 t=975
yi ju 	一句	c=1 d=1 t=1463
yi si 	意思	c=5 d=3.93841 t=486
yi tian 	一天	c=1 d=1 t=1750
yi tong 	异同	c=1 d=1 t=284
yi xie 	一些	c=2 d=1.00228 t=1664
yi zhi 	一直	c=2 d=1.92312 t=852
yin cang 	隐藏	c=2 d=1.19398 t=747
yin hang 	银行	c=1 d=1 t=1482
yin hang ka 	银行卡	c=1 d=1 t=1436
yin ru 	引入	c=1 d=1 t=31
yin wei 	因为	c=3 d=1.48917 t=1578
ying 	英	c=5 d=4.95037 t=18
ying gai jiu shi 	应该就是	c=1 d=1 t=1910
ying she 	映射	c=1 d=1 t=60
ying wen 	英文	c=6 d=1.87043 t=1718
ying wen ming 	英文名	c=1 d=1 t=1478
ying xiang 	影响	c=0 d=0.1 t=419
ying yong 	应用	c=2 d=1.99501 t=217
yong 	用	c=8 d=1.52264 t=1717
yong de 	用的	c=1 d=1 t=853
yong hu 	用户	c=1 d=1 t=897
yong hu ming 	用户名	c=1 d=1 t=345
you 	有	c=6 d=1.54528 t=1619
you ce 	右侧	c=1 d=1 t=756
you fei 	邮费	c=1 d=1 t=1288
you hua 	优化	c=4 d=1.05968 t=1358
you ji 	邮寄	c=1 d=1 t=1302
you jian 	邮件	c=10 d=3.02144 t=1930
you shen me 	有什么	c=2 d=1.625 t=283
you wen ti 	有问题	c=2 d=1.83946 t=1237
you xian 	优先	c=1 d=1 t=733
you xiang 	邮箱	c=4 d=3.7146 t=1575
you yi ge 	有一个	c=1 d=1 t=132
you yi tai 	有一台	c=1 d=1 t=300
you ying xiang 	有影响	c=1 d=1 t=1105
yu 	鱼	c=1 d=1 t=211
yu dao 	遇到	c=1 d=1 t=927
yu ming 	域名	c=10 d=2.87822 t=1216
yu ming ya 	域名呀	c=1 d=1 t=400
yu qi 	语气	c=1 d=1 t=1760
yuan 	源	c=1 d=1.04941 t=500
yuan ma 	源码	c=1 d=1 t=788
yuan wen 	原文	c=1 d=1 t=1865
yuan zheng shu 	源证书	c=3 d=2.39802 t=507
yun duo 	云朵	c=2 d=1.54881 t=1145
yun xing 	运行	c=3 d=1.76423 t=1669
zai 	再	c=18 d=4.06686 t=1893
zai 	在	c=15 d=2.31489 t=1894
zai na 	在哪	c=1 d=1 t=1040
zai na li 	在哪里	c=1 d=1 t=245
zai shi 	再试	c=1 d=1 t=971
zai xian 	在线	c=1 d=1 t=518
zai yi qi 	在一起	c=1 d=1 t=1952
zai yong 	再用	c=1 d=1 t=276
zai zhe li 	在这里	c=1 d=1 t=910
ze 	择	c=1 d=1 t=530
ze shi 	则是	c=1 d=1 t=11
zen me 	怎么	c=16 d=5.7528 t=810
zen me yong 	怎么用	c=1 d=1 t=150
zeng jia 	增加	c=1 d=1 t=622
zhan 	站	c=1 d=1.00707 t=817
zhan shi 	展示	c=0 d=0.1 t=7
zhang hao 	账号	c=3 d=1.25689 t=1713
zhao chu lai 	找出来	c=1 d=1 t=1038
zhao pian 	照片	c=3 d=2.82358 t=1459
zhe 	这	c=0 d=0.1 t=1882
zhe ci 	这次	c=1 d=1 t=1167
zhe duan 	这段	c=2 d=1.29671 t=696
zhe ge 	这个	c=33 d=2.22401 t=1874
zhe ji ge 	这几个	c=2 d=1.00137 t=1441
zhe jian shi 	这件事	c=1 d=1 t=1772
zhe ju hua 	这句话	c=4 d=3.26871 t=1866
zhe li 	这里	c=4 d=2.21633 t=1241
zhe liang ge 	这两个	c=1 d=1 t=254
zhe me 	这么	c=1 d=1 t=1762
zhe me duo 	这么多	c=1 d=1 t=1593
zhe qian mian 	这前面	c=1 d=1 t=1883
zhe shi 	这是	c=8 d=3.18004 t=1672
zhe xie 	这些	c=2 d=1.76338 t=1545
zhe yang 	这样	c=4 d=1.76842 t=1901
zhe you shen me 	这有什么	c=1 d=1 t=714
zhen zheng 	真正	c=1 d=1 t=989
zheng 	正	c=1 d=1 t=990
zheng chang 	正常	c=3 d=2.80146 t=606
zheng jian 	证件	c=1 d=1 t=1442
zheng mian 	正面	c=1 d=1 t=1508
zheng ming 	证明	c=3 d=1.90666 t=1880
zheng que 	正确	c=1 d=1 t=1923
zheng shi 	正式	c=1 d=1 t=1937
zheng shu 	证书	c=6 d=2.54442 t=1152
zheng ti 	整体	c=1 d=1 t=1345
zhi 	之	c=2 d=1.81873 t=210
zhi 	只	c=1 d=1 t=1505
zhi dao 	知道	c=1 d=1 t=1797
zhi ding 	制定	c=1 d=1 t=236
zhi fu 	支付	c=2 d=1.8825 t=1292
zhi hou 	之后	c=4 d=1.19586 t=1749
zhi jie 	直接	c=5 d=1.15389 t=1483
zhi lian 	直连	c=1 d=1 t=161
zhi qian 	之前	c=4 d=1.06039 t=1871
zhi shi 	只是	c=1 d=1 t=1183
zhi xiang 	指向	c=7 d=1.07526 t=1674
zhi xing 	执行	c=3 d=1.95024 t=552
zhi xing wan 	执行完	c=1 d=1 t=328
zhi xu yao 	只需要	c=1 d=1 t=1213
zhi yong 	只用	c=1 d=1 t=262
zhi you 	知友	c=1 d=1 t=209
zhi zhi 	纸质	c=2 d=1.91393 t=1287
zhong 	中	c=11 d=1.24787 t=1818
zhong duan 	终端	c=1 d=1 t=720
zhong guo 	中国	c=1 d=1 t=1300
zhong wen 	中文	c=2 d=1.40657 t=735
zhong wen ming 	中文名	c=1 d=1 t=1476
zhong yu 	终于	c=1 d=1 t=1168
zhu ce 	注册	c=1 d=1 t=874
zhu mu lu 	主目录	c=1 d=1 t=898
zhu wen jian 	主文件	c=1 d=1 t=128
zhuang tai 	状态	c=1 d=1 t=1139
zhun bei 	准备	c=1 d=1 t=1427
zi dai 	自带	c=1 d=1 t=745
zi ji 	自己	c=4 d=2.58357 t=1343
zi ji de 	自己的	c=0 d=0.1 t=98
zi ti 	字体	c=2 d=1.99501 t=470
zi yong 	自用	c=3 d=2.47553 t=125
zu gou 	足够	c=1 d=1 t=1940
zui 	最	c=1 d=1 t=265
zui hou 	最后	c=1 d=1 t=1919
zui xin 	最新	c=1 d=1 t=198
zuo 	做	c=1 d=1 t=922
zuo da 	作答	c=1 d=1 t=556
zuo dao 	做到	c=1 d=1 t=1351
zuo wei 	作为	c=1 d=1 t=134
